2023-01-29 19:23:12.292750|250257390643970059|NottCurious|4351|940194031370129478|TMI Production|940931148794691614|testing-and-logs|latest_totd
2023-01-29 19:26:25.087705|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|latest_totd
2023-01-29 19:27:46.879987|250257390643970059|NottCurious|4351|940194031370129478|TMI Production|940931148794691614|testing-and-logs|latest_totd
2023-01-29 19:27:51.233349|250257390643970059|NottCurious|4351|940194031370129478|TMI Production|940931148794691614|testing-and-logs|latest_totd
2023-01-29 19:30:39.705425|527497533916708874|Spark|0218|805313762663333919|TM India|880771916099641364|tm-india-bot|next_birthday_slash
2023-01-29 19:47:11.259725|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|month_birthdays
2023-01-29 19:47:20.864517|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|month_birthdays
2023-01-29 19:49:12.152246|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|month_birthdays
2023-01-29 19:49:32.944807|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|month_birthdays
2023-01-29 19:51:09.300363|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|remove-user-birthday
2023-01-29 20:04:44.487521|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|set_updates_channel
2023-01-29 20:04:57.946201|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|set_mod_logs
2023-01-29 20:05:09.421645|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|remove-birthday
2023-01-29 20:05:30.032192|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|set_birthday
2023-01-29 20:05:39.239127|250257390643970059|NottCurious|4351|805313762663333919|TM India|880771916099641364|tm-india-bot|set_birthday_channel
2023-01-29 20:06:30.022189|250257390643970059|NottCurious|4351|940194031370129478|TMI Production|940931148794691614|testing-and-logs|set_mod_logs
2023-01-29 20:06:42.935451|250257390643970059|NottCurious|4351|940194031370129478|TMI Production|940931148794691614|testing-and-logs|set_birthday
